name,y,x,is_public,label
Hospital Santa Isabel,-26.923768,-49.065810,yes,hospital-santa-isabel
Hospital Santo Antônio,-26.916297,-49.058204,yes,hospital-santo-antonio
Hospital Misericódia,-26.725419,-49.068525,yes,hospital-misericordia
Hospital Unimed,-26.903692,-49.089435,no,hospital-unimed
Hospital Santa Catarina,-26.927001,-49.055441,no,hosital-santa-catarina
